Bucket_num_and_HB_CH,Date,Site,Site_Bucket,BPM,TRMT,,,,,,,,,,,,,,,,,
2,9/3/16 3:52,Quantuck,Q_2,43.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 4:02,Quantuck,Q_2,43.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 4:12,Quantuck,Q_2,43.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 4:22,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 4:32,Quantuck,Q_2,45.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 4:42,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 4:52,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 5:02,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 5:12,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 5:22,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 5:32,Quantuck,Q_2,43.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 5:42,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 5:52,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 6:02,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 6:12,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 6:22,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 6:32,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 6:42,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 6:52,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 7:02,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 7:12,Quantuck,Q_2,43.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 7:22,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 7:32,Quantuck,Q_2,43.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 7:42,Quantuck,Q_2,45.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 7:52,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 8:02,Quantuck,Q_2,43.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 8:12,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 8:22,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 8:32,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 8:42,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 8:52,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 9:02,Quantuck,Q_2,45.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 9:12,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 9:22,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 9:32,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 9:42,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 9:52,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 10:02,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 10:12,Quantuck,Q_2,45.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 10:22,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 10:32,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 10:42,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 10:52,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 11:02,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 11:12,Quantuck,Q_2,45.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 11:22,Quantuck,Q_2,45.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 11:32,Quantuck,Q_2,46.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 11:42,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 11:52,Quantuck,Q_2,45.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 12:02,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 12:12,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 12:22,Quantuck,Q_2,46.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 12:32,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 12:42,Quantuck,Q_2,45.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 12:52,Quantuck,Q_2,46.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 13:02,Quantuck,Q_2,46.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 13:12,Quantuck,Q_2,45.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 13:22,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 13:32,Quantuck,Q_2,46.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 13:42,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 13:52,Quantuck,Q_2,45.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 14:02,Quantuck,Q_2,45.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 14:12,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 14:22,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 14:32,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 14:42,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 14:52,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 15:02,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/3/16 15:12,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 15:22,Quantuck,Q_2,44.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 15:32,Quantuck,Q_2,45,H,,,,,,,,,,,,,,,,,
2,9/2/16 15:22,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 15:32,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 15:42,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 15:52,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 16:02,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 16:12,Sag_Harbor,Sag_2,36,H,,,,,,,,,,,,,,,,,
2,9/2/16 16:22,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 16:32,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/2/16 16:42,Sag_Harbor,Sag_2,34.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 16:52,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/2/16 17:02,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 17:12,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 17:22,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/2/16 17:32,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 17:42,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/2/16 17:52,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 18:02,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 18:12,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 18:22,Sag_Harbor,Sag_2,39.6,H,,,,,,,,,,,,,,,,,
2,9/2/16 18:32,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/2/16 18:42,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/2/16 18:52,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/2/16 19:02,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 19:12,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 19:22,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 19:32,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 19:42,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/2/16 19:52,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 20:02,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 20:12,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 20:22,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 20:32,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 20:42,Sag_Harbor,Sag_2,35.4,H,,,,,,,,,,,,,,,,,
2,9/2/16 20:52,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 21:02,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 21:12,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 21:22,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 21:32,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 21:42,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 21:52,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 22:02,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/2/16 22:12,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 22:22,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/2/16 22:32,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/2/16 22:42,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/2/16 22:52,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 23:02,Sag_Harbor,Sag_2,35.4,H,,,,,,,,,,,,,,,,,
2,9/2/16 23:12,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/2/16 23:22,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 23:32,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/2/16 23:42,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/2/16 23:52,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 0:02,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 0:12,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 0:22,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 0:32,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 0:42,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 0:52,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 1:02,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 1:12,Sag_Harbor,Sag_2,36,H,,,,,,,,,,,,,,,,,
2,9/3/16 1:22,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 1:32,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 1:42,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 1:52,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 2:02,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 2:12,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 2:22,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 2:32,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 2:42,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 2:52,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 3:02,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 3:12,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 3:22,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 3:32,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 3:42,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 3:52,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 4:02,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 4:12,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 4:22,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 4:32,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 4:42,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 4:52,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 5:02,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 5:12,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 5:22,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 5:32,Sag_Harbor,Sag_2,39.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 5:42,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 5:52,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 6:02,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 6:12,Sag_Harbor,Sag_2,39.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 6:22,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 6:32,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 6:42,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 6:52,Sag_Harbor,Sag_2,40.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 7:02,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 7:12,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 7:22,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 7:32,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 7:42,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 7:52,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 8:02,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 8:12,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 8:22,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 8:32,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 8:42,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 8:52,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 9:02,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 9:12,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 9:22,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 9:32,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 9:42,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 9:52,Sag_Harbor,Sag_2,NA,H,,,,,,,,,,,,,,,,,
2,9/3/16 10:02,Sag_Harbor,Sag_2,40.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 10:12,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 10:22,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 10:32,Sag_Harbor,Sag_2,39.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 10:42,Sag_Harbor,Sag_2,40.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 10:52,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 11:02,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 11:12,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 11:22,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 11:32,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 11:42,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 11:52,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 12:02,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 12:12,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 12:22,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 12:32,Sag_Harbor,Sag_2,39,H,,,,,,,,,,,,,,,,,
2,9/3/16 12:42,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 12:52,Sag_Harbor,Sag_2,39.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 13:02,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 13:12,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 13:22,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 13:32,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 13:42,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 13:52,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 14:02,Sag_Harbor,Sag_2,38.4,H,,,,,,,,,,,,,,,,,
2,9/3/16 14:12,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 14:22,Sag_Harbor,Sag_2,39.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 14:32,Sag_Harbor,Sag_2,40.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 14:42,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 14:52,Sag_Harbor,Sag_2,37.2,H,,,,,,,,,,,,,,,,,
2,9/3/16 15:02,Sag_Harbor,Sag_2,36.6,H,,,,,,,,,,,,,,,,,
2,9/3/16 15:12,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 15:22,Sag_Harbor,Sag_2,37.8,H,,,,,,,,,,,,,,,,,
2,9/3/16 15:32,Sag_Harbor,Sag_2,36,H,,,,,,,,,,,,,,,,,
4,9/2/16 15:24,FI,FI_4,NA,H,45,,,,,,,,,,,,,,,,
4,9/2/16 15:34,FI,FI_4,NA,H,43.8,,,,,,,,,,,,,,,,
4,9/2/16 15:44,FI,FI_4,NA,H,43.8,,,,,,,,,,,,,,,,
4,9/2/16 15:54,FI,FI_4,NA,H,47.4,,,,,,,,,,,,,,,,
4,9/2/16 16:04,FI,FI_4,NA,H,49.2,,,,,,,,,,,,,,,,
4,9/2/16 16:14,FI,FI_4,NA,H,46.8,,,,,,,,,,,,,,,,
4,9/2/16 16:24,FI,FI_4,NA,H,46.2,,,,,,,,,,,,,,,,
4,9/2/16 16:34,FI,FI_4,NA,H,43.8,,,,,,,,,,,,,,,,
4,9/2/16 16:44,FI,FI_4,NA,H,46.8,,,,,,,,,,,,,,,,
4,9/2/16 16:54,FI,FI_4,NA,H,45,,,,,,,,,,,,,,,,
4,9/2/16 17:04,FI,FI_4,NA,H,43.8,,,,,,,,,,,,,,,,
4,9/2/16 17:14,FI,FI_4,NA,H,44.4,,,,,,,,,,,,,,,,
4,9/2/16 17:24,FI,FI_4,NA,H,42.6,,,,,,,,,,,,,,,,
4,9/2/16 17:34,FI,FI_4,NA,H,42.6,,,,,,,,,,,,,,,,
4,9/2/16 17:44,FI,FI_4,NA,H,43.8,,,,,,,,,,,,,,,,
4,9/2/16 17:54,FI,FI_4,NA,H,45,,,,,,,,,,,,,,,,
4,9/2/16 18:04,FI,FI_4,NA,H,45.6,,,,,,,,,,,,,,,,
4,9/2/16 18:14,FI,FI_4,NA,H,44.4,,,,,,,,,,,,,,,,
4,9/2/16 18:24,FI,FI_4,NA,H,45,,,,,,,,,,,,,,,,
4,9/2/16 18:34,FI,FI_4,NA,H,43.8,,,,,,,,,,,,,,,,
4,9/2/16 18:44,FI,FI_4,NA,H,45,,,,,,,,,,,,,,,,
4,9/2/16 18:54,FI,FI_4,NA,H,45.6,,,,,,,,,,,,,,,,
4,9/2/16 19:04,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 19:14,FI,FI_4,NA,H,18,,,,,,,,,,,,,,,,
4,9/2/16 19:24,FI,FI_4,NA,H,28.8,,,,,,,,,,,,,,,,
4,9/2/16 19:34,FI,FI_4,NA,H,35.4,,,,,,,,,,,,,,,,
4,9/2/16 19:44,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 19:54,FI,FI_4,NA,H,10.8,,,,,,,,,,,,,,,,
4,9/2/16 20:04,FI,FI_4,NA,H,9.6,,,,,,,,,,,,,,,,
4,9/2/16 20:14,FI,FI_4,NA,H,11.4,,,,,,,,,,,,,,,,
4,9/2/16 20:24,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 20:34,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 20:44,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 20:54,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 21:04,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 21:14,FI,FI_4,NA,H,6.6,,,,,,,,,,,,,,,,
4,9/2/16 21:24,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 21:34,FI,FI_4,NA,H,9.6,,,,,,,,,,,,,,,,
4,9/2/16 21:44,FI,FI_4,NA,H,9,,,,,,,,,,,,,,,,
4,9/2/16 21:54,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 22:04,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 22:14,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 22:24,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 22:34,FI,FI_4,NA,H,13.8,,,,,,,,,,,,,,,,
4,9/2/16 22:44,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 22:54,FI,FI_4,NA,H,11.4,,,,,,,,,,,,,,,,
4,9/2/16 23:04,FI,FI_4,NA,H,24.6,,,,,,,,,,,,,,,,
4,9/2/16 23:14,FI,FI_4,NA,H,25.8,,,,,,,,,,,,,,,,
4,9/2/16 23:24,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 23:34,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 23:44,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/2/16 23:54,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 0:04,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 0:14,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 0:24,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 0:34,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 0:44,FI,FI_4,NA,H,10.2,,,,,,,,,,,,,,,,
4,9/3/16 0:54,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 1:04,FI,FI_4,NA,H,9,,,,,,,,,,,,,,,,
4,9/3/16 1:14,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 1:24,FI,FI_4,NA,H,9.6,,,,,,,,,,,,,,,,
4,9/3/16 1:34,FI,FI_4,NA,H,8.4,,,,,,,,,,,,,,,,
4,9/3/16 1:44,FI,FI_4,NA,H,7.8,,,,,,,,,,,,,,,,
4,9/3/16 1:54,FI,FI_4,NA,H,7.8,,,,,,,,,,,,,,,,
4,9/3/16 2:04,FI,FI_4,NA,H,9.6,,,,,,,,,,,,,,,,
4,9/3/16 2:14,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 2:24,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 2:34,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 2:44,FI,FI_4,NA,H,6.6,,,,,,,,,,,,,,,,
4,9/3/16 2:54,FI,FI_4,NA,H,6,,,,,,,,,,,,,,,,
4,9/3/16 3:04,FI,FI_4,NA,H,6.6,,,,,,,,,,,,,,,,
4,9/3/16 3:14,FI,FI_4,NA,H,6,,,,,,,,,,,,,,,,
4,9/3/16 3:24,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 3:34,FI,FI_4,NA,H,9.6,,,,,,,,,,,,,,,,
4,9/3/16 3:44,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 3:54,FI,FI_4,NA,H,NA,,,,,,,,,,,,,,,,
4,9/3/16 4:04,FI,FI_4,NA,H,7.8,,,,,,,,,,,,,,,,
4,9/3/16 4:14,FI,FI_4,NA,H,8.4,,,,,,,,,,,,,,,,
