TIME,TIME_NUM_FORMAT,SITE,TEMP,DO
7/14/2016 0:00,42565,B,26.18,7.65
7/14/2016 0:10,42565.01,B,26.18,7.7
7/14/2016 0:20,42565.01,B,26.16,7.81
7/14/2016 0:30,42565.02,B,26.16,7.82
7/14/2016 0:40,42565.03,B,26.16,7.73
7/14/2016 0:50,42565.03,B,26.14,8.06
7/14/2016 1:00,42565.04,B,26.08,7.57
7/14/2016 1:10,42565.05,B,26.04,7.61
7/14/2016 1:20,42565.06,B,26,7.68
7/14/2016 1:30,42565.06,B,25.98,7.9
7/14/2016 1:40,42565.07,B,25.98,7.72
7/14/2016 1:50,42565.08,B,25.92,7.45
7/14/2016 2:00,42565.08,B,25.86,7.35
7/14/2016 2:10,42565.09,B,25.8,7.57
7/14/2016 2:20,42565.1,B,25.72,6.86
7/14/2016 2:30,42565.1,B,25.66,7.42
7/14/2016 2:40,42565.11,B,25.64,6.63
7/14/2016 2:50,42565.12,B,25.62,6.71
7/14/2016 3:00,42565.13,B,25.64,7.06
7/14/2016 3:10,42565.13,B,25.62,6.57
7/14/2016 3:20,42565.14,B,25.6,6.35
7/14/2016 3:30,42565.15,B,25.62,6.44
7/14/2016 3:40,42565.15,B,25.62,6.18
7/14/2016 3:50,42565.16,B,25.64,6.52
7/14/2016 4:00,42565.17,B,25.64,6.66
7/14/2016 4:10,42565.17,B,25.58,6.15
7/14/2016 4:20,42565.18,B,25.6,6.13
7/14/2016 4:30,42565.19,B,25.62,5.92
7/14/2016 4:40,42565.19,B,25.6,5.65
7/14/2016 4:50,42565.2,B,25.62,5.98
7/14/2016 5:00,42565.21,B,25.58,5.84
7/14/2016 5:10,42565.22,B,25.58,6.05
7/14/2016 5:20,42565.22,B,25.54,6.21
7/14/2016 5:30,42565.23,B,25.5,5.97
7/14/2016 5:40,42565.24,B,25.52,5.93
7/14/2016 5:50,42565.24,B,25.54,5.68
7/14/2016 6:00,42565.25,B,25.5,5.83
7/14/2016 6:10,42565.26,B,25.52,5.42
7/14/2016 6:20,42565.26,B,25.5,5.6
7/14/2016 6:30,42565.27,B,25.5,5.67
7/14/2016 6:40,42565.28,B,25.48,5.72
7/14/2016 6:50,42565.28,B,25.48,5.72
7/14/2016 7:00,42565.29,B,25.5,5.61
7/14/2016 7:10,42565.3,B,25.5,5.82
7/14/2016 7:20,42565.31,B,25.52,5.91
7/14/2016 7:30,42565.31,B,25.52,5.82
7/14/2016 7:40,42565.32,B,25.5,5.78
7/14/2016 7:50,42565.33,B,25.48,5.58
7/14/2016 8:00,42565.33,B,25.48,5.48
7/14/2016 8:10,42565.34,B,25.44,5.39
7/14/2016 8:20,42565.35,B,25.44,5.42
7/14/2016 8:30,42565.35,B,25.42,5.48
7/14/2016 8:40,42565.36,B,25.42,5.45
7/14/2016 8:50,42565.37,B,25.4,5.15
7/14/2016 9:00,42565.38,B,25.38,5.09
7/14/2016 9:10,42565.38,B,25.42,5.11
7/14/2016 9:20,42565.39,B,25.42,4.99
7/14/2016 9:30,42565.4,B,25.42,5.08
7/14/2016 9:40,42565.4,B,25.4,5
7/14/2016 9:50,42565.41,B,25.38,4.75
7/14/2016 10:00,42565.42,B,25.34,4.72
7/14/2016 10:10,42565.42,B,25.3,4.77
7/14/2016 10:20,42565.43,B,25.26,4.46
7/14/2016 10:30,42565.44,B,25.18,4.7
7/14/2016 10:40,42565.44,B,25.14,4.56
7/14/2016 10:50,42565.45,B,25.12,4.48
7/14/2016 11:00,42565.46,B,25.14,4.23
7/14/2016 11:10,42565.47,B,25.16,4.43
7/14/2016 11:20,42565.47,B,25.12,4.56
7/14/2016 11:30,42565.48,B,25.16,4.36
7/14/2016 11:40,42565.49,B,25.12,4.45
7/14/2016 11:50,42565.49,B,25.12,4.62
7/14/2016 12:00,42565.5,B,25.1,4.49
7/14/2016 12:10,42565.51,B,25.1,4.56
7/14/2016 12:20,42565.51,B,25.1,4.69
7/14/2016 12:30,42565.52,B,25.08,4.48
7/14/2016 12:40,42565.53,B,25.08,5.04
7/14/2016 12:50,42565.53,B,25.08,4.93
7/14/2016 13:00,42565.54,B,25.08,4.87
7/14/2016 13:10,42565.55,B,25.08,4.87
7/14/2016 13:20,42565.56,B,25.08,4.88
7/14/2016 13:30,42565.56,B,25.06,4.88
7/14/2016 13:40,42565.57,B,25.04,4.65
7/14/2016 13:50,42565.58,B,25.04,4.92
7/14/2016 14:00,42565.58,B,25.06,5.03
7/14/2016 14:10,42565.59,B,25.04,4.87
7/14/2016 14:20,42565.6,B,25.06,4.81
7/14/2016 14:30,42565.6,B,25.04,4.87
7/14/2016 14:40,42565.61,B,25.1,4.83
7/14/2016 14:50,42565.62,B,25.1,4.85
7/14/2016 15:00,42565.63,B,25.12,5.19
7/14/2016 15:10,42565.63,B,25.2,5.33
7/14/2016 15:20,42565.64,B,25.24,5.36
7/14/2016 15:30,42565.65,B,25.28,5.53
7/14/2016 15:40,42565.65,B,25.3,5.41
7/14/2016 15:50,42565.66,B,25.32,5.24
7/14/2016 16:00,42565.67,B,25.32,5.35
7/14/2016 16:10,42565.67,B,25.32,5.22
7/14/2016 16:20,42565.68,B,25.38,5.42
7/14/2016 16:30,42565.69,B,25.4,5.5
7/14/2016 16:40,42565.69,B,25.46,5.97
7/14/2016 16:50,42565.7,B,25.48,5.69
7/14/2016 17:00,42565.71,B,25.5,5.38
7/14/2016 17:10,42565.72,B,25.56,5.97
7/14/2016 17:20,42565.72,B,25.64,6
7/14/2016 17:30,42565.73,B,25.7,6.65
7/14/2016 17:40,42565.74,B,25.74,6.13
7/14/2016 17:50,42565.74,B,25.86,6.32
7/14/2016 18:00,42565.75,B,25.88,6.16
7/14/2016 18:10,42565.76,B,25.88,6.52
7/14/2016 18:20,42565.76,B,25.94,6.57
7/14/2016 18:30,42565.77,B,25.96,7.26
7/14/2016 18:40,42565.78,B,25.98,6.54
7/14/2016 18:50,42565.78,B,26,6.63
7/14/2016 19:00,42565.79,B,26.06,7.34
7/14/2016 19:10,42565.8,B,26.1,7.46
7/14/2016 19:20,42565.81,B,26.12,7.31
7/14/2016 19:30,42565.81,B,26.12,7.26
7/14/2016 19:40,42565.82,B,26.14,7.1
7/14/2016 19:50,42565.83,B,26.16,7.09
7/14/2016 20:00,42565.83,B,26.18,7.33
7/14/2016 20:10,42565.84,B,26.2,7.5
7/14/2016 20:20,42565.85,B,26.22,7.54
7/14/2016 20:30,42565.85,B,26.24,7.32
7/14/2016 20:40,42565.86,B,26.24,6.89
7/14/2016 20:50,42565.87,B,26.26,7.22
7/14/2016 21:00,42565.88,B,26.28,7.52
7/14/2016 21:10,42565.88,B,26.3,7.44
7/14/2016 21:20,42565.89,B,26.32,7.32
7/14/2016 21:30,42565.9,B,26.32,7.24
7/14/2016 21:40,42565.9,B,26.32,7.19
7/14/2016 21:50,42565.91,B,26.32,7.12
7/14/2016 22:00,42565.92,B,26.32,7.12
7/14/2016 22:10,42565.92,B,26.36,7.18
7/14/2016 22:20,42565.93,B,26.38,7.32
7/14/2016 22:30,42565.94,B,26.38,6.66
7/14/2016 22:40,42565.94,B,26.38,7.05
7/14/2016 22:50,42565.95,B,26.42,6.61
7/14/2016 23:00,42565.96,B,26.44,6.59
7/14/2016 23:10,42565.97,B,26.36,6.53
7/14/2016 23:20,42565.97,B,26.24,6.86
7/14/2016 23:30,42565.98,B,26.18,6.07
7/14/2016 23:40,42565.99,B,26.12,6.28
7/14/2016 23:50,42565.99,B,26.06,5.82
7/15/2016 0:00,42566,B,26.12,6.53
7/15/2016 0:10,42566.01,B,26.06,6.58
7/15/2016 0:20,42566.01,B,26.02,6.48
7/15/2016 0:30,42566.02,B,25.98,6.52
7/15/2016 0:40,42566.03,B,25.96,6.72
7/15/2016 0:50,42566.03,B,25.92,6.39
7/15/2016 1:00,42566.04,B,25.88,6.5
7/15/2016 1:10,42566.05,B,25.86,6.74
7/15/2016 1:20,42566.06,B,25.84,6.34
7/15/2016 1:30,42566.06,B,25.84,6.54
7/15/2016 1:40,42566.07,B,25.82,6.73
7/15/2016 1:50,42566.08,B,25.8,6.48
7/15/2016 2:00,42566.08,B,25.8,6.48
7/15/2016 2:10,42566.09,B,25.8,6.57
7/15/2016 2:20,42566.1,B,25.78,6.51
7/15/2016 2:30,42566.1,B,25.78,6.35
7/15/2016 2:40,42566.11,B,25.78,6.16
7/15/2016 2:50,42566.12,B,25.76,6.27
7/15/2016 3:00,42566.13,B,25.76,6.12
7/15/2016 3:10,42566.13,B,25.74,6.2
7/15/2016 3:20,42566.14,B,25.74,6.03
7/15/2016 3:30,42566.15,B,25.74,5.97
7/15/2016 3:40,42566.15,B,25.74,6.07
7/15/2016 3:50,42566.16,B,25.72,5.67
7/15/2016 4:00,42566.17,B,25.72,5.87
7/15/2016 4:10,42566.17,B,25.72,5.82
7/15/2016 4:20,42566.18,B,25.76,5.43
7/15/2016 4:30,42566.19,B,25.74,5.56
7/15/2016 4:40,42566.19,B,25.74,5.45
7/15/2016 4:50,42566.2,B,25.74,5.21
7/15/2016 5:00,42566.21,B,25.74,5.06
7/15/2016 5:10,42566.22,B,25.72,4.9
7/15/2016 5:20,42566.22,B,25.72,4.79
7/15/2016 5:30,42566.23,B,25.72,5.11
7/15/2016 5:40,42566.24,B,25.7,5.09
7/15/2016 5:50,42566.24,B,25.72,5.05
7/15/2016 6:00,42566.25,B,25.72,4.73
7/15/2016 6:10,42566.26,B,25.72,4.22
7/15/2016 6:20,42566.26,B,25.74,4.25
7/15/2016 6:30,42566.27,B,25.72,3.98
7/15/2016 6:40,42566.28,B,25.68,3.88
7/15/2016 6:50,42566.28,B,25.66,4.38
7/15/2016 7:00,42566.29,B,25.66,4.25
7/15/2016 7:10,42566.3,B,25.64,4.13
7/15/2016 7:20,42566.31,B,25.62,4.15
7/15/2016 7:30,42566.31,B,25.62,4.25
7/15/2016 7:40,42566.32,B,25.62,3.8
7/15/2016 7:50,42566.33,B,25.6,3.72
7/15/2016 8:00,42566.33,B,25.6,4.18
7/15/2016 8:10,42566.34,B,25.6,3.8
7/15/2016 8:20,42566.35,B,25.58,3.59
7/15/2016 8:30,42566.35,B,25.56,3.46
7/15/2016 8:40,42566.36,B,25.54,3.45
7/15/2016 8:50,42566.37,B,25.52,3.18
7/15/2016 9:00,42566.38,B,25.52,3.2
7/15/2016 9:10,42566.38,B,25.48,3.15
7/15/2016 9:20,42566.39,B,25.5,3.36
7/15/2016 9:30,42566.4,B,25.5,3.03
7/15/2016 9:40,42566.4,B,25.5,3.11
7/15/2016 9:50,42566.41,B,25.5,3.38
7/15/2016 10:00,42566.42,B,25.48,2.31
7/15/2016 10:10,42566.42,B,25.48,2.75
7/15/2016 10:20,42566.43,B,25.48,3.03
7/15/2016 10:30,42566.44,B,25.48,2.24
7/15/2016 10:40,42566.44,B,25.52,2.57
7/15/2016 10:50,42566.45,B,25.56,3.75
7/15/2016 11:00,42566.46,B,25.6,3.82
7/15/2016 11:10,42566.47,B,25.58,4.09
7/15/2016 11:20,42566.47,B,25.58,4.75
7/15/2016 11:30,42566.48,B,25.56,5.05
7/15/2016 11:40,42566.49,B,25.58,4.72
7/15/2016 11:50,42566.49,B,25.58,5.21
7/15/2016 12:00,42566.5,B,25.58,5.05
7/15/2016 12:10,42566.51,B,25.6,5.15
7/15/2016 12:20,42566.51,B,25.56,5.27
7/15/2016 12:30,42566.52,B,25.44,4.32
7/15/2016 12:40,42566.53,B,25.38,4.52
7/15/2016 12:50,42566.53,B,25.34,4.4
7/15/2016 13:00,42566.54,B,25.28,4.57
7/15/2016 13:10,42566.55,B,25.24,4.98
7/15/2016 13:20,42566.56,B,25.22,4.8
7/15/2016 13:30,42566.56,B,25.2,4.98
7/15/2016 13:40,42566.57,B,25.22,4.89
7/15/2016 13:50,42566.58,B,25.2,4.92
7/15/2016 14:00,42566.58,B,25.28,4.89
7/15/2016 14:10,42566.59,B,25.26,5.13
7/15/2016 14:20,42566.6,B,25.26,5.15
7/15/2016 14:30,42566.6,B,25.28,4.97
7/15/2016 14:40,42566.61,B,25.34,5.06
7/15/2016 14:50,42566.62,B,25.34,5.08
7/15/2016 15:00,42566.63,B,25.5,5.36
7/15/2016 15:10,42566.63,B,25.52,5.36
7/15/2016 15:20,42566.64,B,25.48,5.04
7/15/2016 15:30,42566.65,B,25.4,4.9
7/15/2016 15:40,42566.65,B,25.42,5.11
7/15/2016 15:50,42566.66,B,25.42,5.47
7/15/2016 16:00,42566.67,B,25.6,5.13
7/15/2016 16:10,42566.67,B,25.58,5.44
7/15/2016 16:20,42566.68,B,25.68,5.42
7/15/2016 16:30,42566.69,B,25.64,5.06
7/15/2016 16:40,42566.69,B,25.66,5.46
7/15/2016 16:50,42566.7,B,25.68,5.43
7/15/2016 17:00,42566.71,B,25.88,5.2
7/15/2016 17:10,42566.72,B,25.94,5.81
7/15/2016 17:20,42566.72,B,25.92,5.05
7/15/2016 17:30,42566.73,B,25.96,5.45
7/15/2016 17:40,42566.74,B,26.04,5.56
7/15/2016 17:50,42566.74,B,26.08,6.16
7/15/2016 18:00,42566.75,B,26.02,5.57
7/15/2016 18:10,42566.76,B,26.16,6.22
7/15/2016 18:20,42566.76,B,26.36,6.47
7/15/2016 18:30,42566.77,B,26.46,6.64
7/15/2016 18:40,42566.78,B,26.6,6.35
7/15/2016 18:50,42566.78,B,26.72,6.42
7/15/2016 19:00,42566.79,B,26.68,6.38
7/15/2016 19:10,42566.8,B,26.8,6.05
7/15/2016 19:20,42566.81,B,26.84,6.15
7/15/2016 19:30,42566.81,B,27,7.24
7/15/2016 19:40,42566.82,B,27.06,6.74
7/15/2016 19:50,42566.83,B,27.1,7.61
7/15/2016 20:00,42566.83,B,27.18,7.78
7/15/2016 20:10,42566.84,B,27.1,7.24
7/15/2016 20:20,42566.85,B,27.16,7.43
7/15/2016 20:30,42566.85,B,27.28,8.25
7/15/2016 20:40,42566.86,B,27.36,7.94
7/15/2016 20:50,42566.87,B,27.52,8.1
7/15/2016 21:00,42566.88,B,27.56,8.21
7/15/2016 21:10,42566.88,B,27.52,8.29
7/15/2016 21:20,42566.89,B,27.5,8.16
7/15/2016 21:30,42566.9,B,27.48,7.56
7/15/2016 21:40,42566.9,B,27.5,7.31
7/15/2016 21:50,42566.91,B,27.54,7.96
7/15/2016 22:00,42566.92,B,27.54,7.75
7/15/2016 22:10,42566.92,B,27.56,7.69
7/15/2016 22:20,42566.93,B,27.54,7.99
7/15/2016 22:30,42566.94,B,27.54,8.17
7/15/2016 22:40,42566.94,B,27.56,8.26
7/15/2016 22:50,42566.95,B,27.54,8.08
7/15/2016 23:00,42566.96,B,27.56,7.93
7/15/2016 23:10,42566.97,B,27.6,7.81
7/15/2016 23:20,42566.97,B,27.6,7.87
7/15/2016 23:30,42566.98,B,27.58,7.78
7/15/2016 23:40,42566.99,B,27.58,7.95
7/15/2016 23:50,42566.99,B,27.54,7.54
7/16/2016 0:00,42567,B,27.54,7.11
7/16/2016 0:10,42567.01,B,27.56,7.1
7/16/2016 0:20,42567.01,B,27.62,6.43
7/16/2016 0:30,42567.02,B,27.64,6.96
7/16/2016 0:40,42567.03,B,27.6,6.67
7/16/2016 0:50,42567.03,B,27.6,6.34
7/16/2016 1:00,42567.04,B,27.58,6.49
7/16/2016 1:10,42567.05,B,27.56,7.02
7/16/2016 1:20,42567.06,B,27.56,7.01
7/16/2016 1:30,42567.06,B,27.54,6.87
7/16/2016 1:40,42567.07,B,27.54,7.07
7/16/2016 1:50,42567.08,B,27.54,7.12
7/16/2016 2:00,42567.08,B,27.48,7.08
7/16/2016 2:10,42567.09,B,27.42,6.59
7/16/2016 2:20,42567.1,B,27.36,7.06
7/16/2016 2:30,42567.1,B,27.28,7.01
7/16/2016 2:40,42567.11,B,27.2,6.58
7/16/2016 2:50,42567.12,B,27.1,6.56
7/16/2016 3:00,42567.13,B,26.72,5.44
7/16/2016 3:10,42567.13,B,26.74,5.67
7/16/2016 3:20,42567.14,B,26.64,5.65
7/16/2016 3:30,42567.15,B,26.82,4.93
7/16/2016 3:40,42567.15,B,26.94,6.14
7/16/2016 3:50,42567.16,B,26.98,5.52
7/16/2016 4:00,42567.17,B,27,5.66
7/16/2016 4:10,42567.17,B,26.94,5.99
7/16/2016 4:20,42567.18,B,26.9,5.52
7/16/2016 4:30,42567.19,B,27.02,5.95
7/16/2016 4:40,42567.19,B,27,5.52
7/16/2016 4:50,42567.2,B,26.44,4.97
7/16/2016 5:00,42567.21,B,26.08,5.01
7/16/2016 5:10,42567.22,B,25.5,4.6
7/16/2016 5:20,42567.22,B,25.34,4.9
7/16/2016 5:30,42567.23,B,25.26,4.62
7/16/2016 5:40,42567.24,B,25.28,4.17
7/16/2016 5:50,42567.24,B,25.32,4.23
7/16/2016 6:00,42567.25,B,25.54,3.89
7/16/2016 6:10,42567.26,B,26.02,3.06
7/16/2016 6:20,42567.26,B,26.2,3.27
7/16/2016 6:30,42567.27,B,26.28,3.17
7/16/2016 6:40,42567.28,B,26.16,3.24
7/16/2016 6:50,42567.28,B,26.04,3.19
7/16/2016 7:00,42567.29,B,25.74,2.99
7/16/2016 7:10,42567.3,B,25.56,3.16
7/16/2016 7:20,42567.31,B,25.88,3.79
7/16/2016 7:30,42567.31,B,26.22,4.53
7/16/2016 7:40,42567.32,B,26.48,5.31
7/16/2016 7:50,42567.33,B,26.56,5.2
7/16/2016 8:00,42567.33,B,26.46,4.84
7/16/2016 8:10,42567.34,B,26.46,5.44
7/16/2016 8:20,42567.35,B,26.42,5.18
7/16/2016 8:30,42567.35,B,26.28,4.37
7/16/2016 8:40,42567.36,B,26.24,4.99
7/16/2016 8:50,42567.37,B,26.26,4.03
7/16/2016 9:00,42567.38,B,26.26,4.42
7/16/2016 9:10,42567.38,B,26.3,4.71
7/16/2016 9:20,42567.39,B,26.32,4.18
7/16/2016 9:30,42567.4,B,26.34,4.46
7/16/2016 9:40,42567.4,B,26.36,4.5
7/16/2016 9:50,42567.41,B,26.3,4
7/16/2016 10:00,42567.42,B,26.26,4.18
7/16/2016 10:10,42567.42,B,26.24,4.03
7/16/2016 10:20,42567.43,B,26.24,4.1
7/16/2016 10:30,42567.44,B,26.24,3.81
7/16/2016 10:40,42567.44,B,26.32,3.53
7/16/2016 10:50,42567.45,B,26.38,3.28
7/16/2016 11:00,42567.46,B,26.36,3.46
7/16/2016 11:10,42567.47,B,26.34,4.41
7/16/2016 11:20,42567.47,B,26.34,4.53
7/16/2016 11:30,42567.48,B,26.34,5
7/16/2016 11:40,42567.49,B,26.28,3.63
7/16/2016 11:50,42567.49,B,26.24,4.05
7/16/2016 12:00,42567.5,B,26.22,5.33
7/16/2016 12:10,42567.51,B,26.22,4.18
7/16/2016 12:20,42567.51,B,26.2,5.01
7/16/2016 12:30,42567.52,B,26.22,5.12
7/16/2016 12:40,42567.53,B,26.24,5.21
7/16/2016 12:50,42567.53,B,26.2,5.08
7/16/2016 13:00,42567.54,B,26.14,4.05
7/16/2016 13:10,42567.55,B,26.16,5.61
7/16/2016 13:20,42567.56,B,26.18,5.34
7/16/2016 13:30,42567.56,B,26.2,5.45
7/16/2016 13:40,42567.57,B,26.18,5.46
7/16/2016 13:50,42567.58,B,26.22,5.03
7/16/2016 14:00,42567.58,B,26.26,5.58
7/16/2016 14:10,42567.59,B,26.38,5.64
7/16/2016 14:20,42567.6,B,26.38,5.53
7/16/2016 14:30,42567.6,B,26.38,5.47
7/16/2016 14:40,42567.61,B,26.34,5.65
7/16/2016 14:50,42567.62,B,26.34,4.78
7/16/2016 15:00,42567.63,B,26.36,5.69
7/16/2016 15:10,42567.63,B,26.4,5.47
7/16/2016 15:20,42567.64,B,26.56,4.47
7/16/2016 15:30,42567.65,B,26.56,5.92
7/16/2016 15:40,42567.65,B,26.48,6.42
7/16/2016 15:50,42567.66,B,26.74,6.79
7/16/2016 16:00,42567.67,B,26.8,6.76
7/16/2016 16:10,42567.67,B,26.9,6.74
7/16/2016 16:20,42567.68,B,27.02,6.62
7/16/2016 16:30,42567.69,B,27.1,6.56
7/16/2016 16:40,42567.69,B,27.24,6.76
7/16/2016 16:50,42567.7,B,27.34,6.69
7/16/2016 17:00,42567.71,B,27.44,6.67
7/16/2016 17:10,42567.72,B,27.4,7.08
7/16/2016 17:20,42567.72,B,27.36,6.83
7/16/2016 17:30,42567.73,B,27.44,6.65
7/16/2016 17:40,42567.74,B,27.48,6.88
7/16/2016 17:50,42567.74,B,27.58,6.63
7/16/2016 18:00,42567.75,B,27.68,7.36
7/16/2016 18:10,42567.76,B,27.76,6.69
7/16/2016 18:20,42567.76,B,27.84,7.03
7/16/2016 18:30,42567.77,B,27.86,7.01
7/16/2016 18:40,42567.78,B,27.78,6.83
7/16/2016 18:50,42567.78,B,27.86,7.12
7/16/2016 19:00,42567.79,B,27.92,7.49
7/16/2016 19:10,42567.8,B,27.92,7.52
7/16/2016 19:20,42567.81,B,28,7.3
7/16/2016 19:30,42567.81,B,28,7.48
7/16/2016 19:40,42567.82,B,28.14,7.46
7/16/2016 19:50,42567.83,B,28.4,7.67
7/16/2016 20:00,42567.83,B,28.56,7.09
7/16/2016 20:10,42567.84,B,28.56,7.45
7/16/2016 20:20,42567.85,B,28.5,7.65
7/16/2016 20:30,42567.85,B,28.46,7.34
7/16/2016 20:40,42567.86,B,28.4,8.32
7/16/2016 20:50,42567.87,B,28.3,8.52
7/16/2016 21:00,42567.88,B,28.34,8.45
7/16/2016 21:10,42567.88,B,28.4,8.5
7/16/2016 21:20,42567.89,B,28.52,8.35
7/16/2016 21:30,42567.9,B,28.6,7.83
7/16/2016 21:40,42567.9,B,28.62,8.27
7/16/2016 21:50,42567.91,B,28.6,8.2
7/16/2016 22:00,42567.92,B,28.58,7.71
7/16/2016 22:10,42567.92,B,28.52,7.56
7/16/2016 22:20,42567.93,B,28.48,7.53
7/16/2016 22:30,42567.94,B,28.52,7.77
7/16/2016 22:40,42567.94,B,28.5,7.43
7/16/2016 22:50,42567.95,B,28.5,7.44
7/16/2016 23:00,42567.96,B,28.52,7.26
7/16/2016 23:10,42567.97,B,28.52,7.04
7/16/2016 23:20,42567.97,B,28.5,6.73
7/16/2016 23:30,42567.98,B,28.52,7.08
7/16/2016 23:40,42567.99,B,28.52,7.15
7/16/2016 23:50,42567.99,B,28.5,7.22
7/17/2016 0:00,42568,B,28.46,7.08
7/17/2016 0:10,42568.01,B,28.44,6.81
7/17/2016 0:20,42568.01,B,28.42,6.52
7/17/2016 0:30,42568.02,B,28.4,6.26
7/17/2016 0:40,42568.03,B,28.38,6.33
7/17/2016 0:50,42568.03,B,28.36,6.56
7/17/2016 1:00,42568.04,B,28.34,5.89
7/17/2016 1:10,42568.05,B,28.22,6.1
7/17/2016 1:20,42568.06,B,28.2,1.44
7/17/2016 1:30,42568.06,B,28.16,5.77
7/17/2016 1:40,42568.07,B,28.14,6.19
7/17/2016 1:50,42568.08,B,28.12,6.1
7/17/2016 2:00,42568.08,B,28.1,6.14
7/17/2016 2:10,42568.09,B,28.08,6.03
7/17/2016 2:20,42568.1,B,28.02,6.06
7/17/2016 2:30,42568.1,B,27.98,5.72
7/17/2016 2:40,42568.11,B,27.94,6.07
7/17/2016 2:50,42568.12,B,27.9,6.44
7/17/2016 3:00,42568.13,B,27.9,6.31
7/17/2016 3:10,42568.13,B,27.86,5.98
7/17/2016 3:20,42568.14,B,27.82,6.22
7/17/2016 3:30,42568.15,B,27.8,6.39
7/17/2016 3:40,42568.15,B,27.78,6.25
7/17/2016 3:50,42568.16,B,27.52,6.22
7/17/2016 4:00,42568.17,B,27.24,5.86
7/17/2016 4:10,42568.17,B,27.2,4.77
7/17/2016 4:20,42568.18,B,27.3,4.83
7/17/2016 4:30,42568.19,B,27.24,5.03
7/17/2016 4:40,42568.19,B,27.2,5.31
7/17/2016 4:50,42568.2,B,27.22,5.43
7/17/2016 5:00,42568.21,B,27.32,5.03
7/17/2016 5:10,42568.22,B,26.8,5.06
7/17/2016 5:20,42568.22,B,26.6,5.42
7/17/2016 5:30,42568.23,B,26.3,5.63
7/17/2016 5:40,42568.24,B,26.16,5.3
7/17/2016 5:50,42568.24,B,26.06,5.76
7/17/2016 6:00,42568.25,B,25.96,5.59
7/17/2016 6:10,42568.26,B,25.9,5.59
7/17/2016 6:20,42568.26,B,25.88,5.35
7/17/2016 6:30,42568.27,B,25.88,4.92
7/17/2016 6:40,42568.28,B,25.9,4.64
7/17/2016 6:50,42568.28,B,26.06,4.39
7/17/2016 7:00,42568.29,B,25.88,4.43
7/17/2016 7:10,42568.3,B,25.86,4.29
7/17/2016 7:20,42568.31,B,25.94,4.19
7/17/2016 7:30,42568.31,B,25.9,4.41
7/17/2016 7:40,42568.32,B,26.52,4.31
7/17/2016 7:50,42568.33,B,26.68,4.11
7/17/2016 8:00,42568.33,B,26.76,4.03
7/17/2016 8:10,42568.34,B,26.78,4.28
7/17/2016 8:20,42568.35,B,26.7,4.15
7/17/2016 8:30,42568.35,B,26.24,3.74
7/17/2016 8:40,42568.36,B,26.36,3.47
7/17/2016 8:50,42568.37,B,26.28,2.97
7/17/2016 9:00,42568.38,B,26.46,2.78
7/17/2016 9:10,42568.38,B,26.52,2.9
7/17/2016 9:20,42568.39,B,26.7,3.58
7/17/2016 9:30,42568.4,B,26.78,4.03
7/17/2016 9:40,42568.4,B,26.82,3.95
7/17/2016 9:50,42568.41,B,26.8,3.64
7/17/2016 10:00,42568.42,B,26.74,3.65
7/17/2016 10:10,42568.42,B,26.76,3.18
7/17/2016 10:20,42568.43,B,26.68,3.03
7/17/2016 10:30,42568.44,B,26.76,3.22
7/17/2016 10:40,42568.44,B,26.76,3.27
7/17/2016 10:50,42568.45,B,26.76,3.29
7/17/2016 11:00,42568.46,B,26.78,3.41
7/17/2016 11:10,42568.47,B,26.9,3.4
7/17/2016 11:20,42568.47,B,26.82,2.96
7/17/2016 11:30,42568.48,B,26.86,3.69
7/17/2016 11:40,42568.49,B,26.92,3.7
7/17/2016 11:50,42568.49,B,26.8,3.65
7/17/2016 12:00,42568.5,B,26.78,3.51
7/17/2016 12:10,42568.51,B,26.76,3.71
7/17/2016 12:20,42568.51,B,26.86,3.9
7/17/2016 12:30,42568.52,B,26.88,4.25
7/17/2016 12:40,42568.53,B,26.86,4.54
7/17/2016 12:50,42568.53,B,26.86,4.84
7/17/2016 13:00,42568.54,B,26.86,5.19
7/17/2016 13:10,42568.55,B,26.84,5.25
7/17/2016 13:20,42568.56,B,26.84,4.42
7/17/2016 13:30,42568.56,B,26.88,4.54
7/17/2016 13:40,42568.57,B,26.9,4.44
7/17/2016 13:50,42568.58,B,26.9,4.65
7/17/2016 14:00,42568.58,B,26.9,4.59
7/17/2016 14:10,42568.59,B,26.64,3.56
7/17/2016 14:20,42568.6,B,26.32,3.7
7/17/2016 14:30,42568.6,B,26.14,4.25
7/17/2016 14:40,42568.61,B,26.22,4.68
7/17/2016 14:50,42568.62,B,26.24,4.91
7/17/2016 15:00,42568.63,B,26.08,4.94
7/17/2016 15:10,42568.63,B,25.94,4.87
7/17/2016 15:20,42568.64,B,25.86,4.41
7/17/2016 15:30,42568.65,B,25.82,4.73
7/17/2016 15:40,42568.65,B,25.82,4.77
7/17/2016 15:50,42568.66,B,25.92,5.2
7/17/2016 16:00,42568.67,B,25.96,5.2
7/17/2016 16:10,42568.67,B,26.06,5.52
7/17/2016 16:20,42568.68,B,25.92,4.81
7/17/2016 16:30,42568.69,B,25.9,5.13
7/17/2016 16:40,42568.69,B,25.9,5.12
7/17/2016 16:50,42568.7,B,25.9,5.16
7/17/2016 17:00,42568.71,B,26,5.21
7/17/2016 17:10,42568.72,B,26.24,5.68
7/17/2016 17:20,42568.72,B,26.26,5.51
7/17/2016 17:30,42568.73,B,26.36,5.37
