Date_Time,FI,SAG,QTK,NCB,MBC
7/22/2016 5:00,-0.006666667,-0.086666667,-2.006666667,0.545,-1.02
7/22/2016 6:00,-0.163333333,-0.17,-0.825,0.411666667,0.506666667
7/22/2016 7:00,-0.11,-0.161666667,-0.746666667,0.105,0.335
7/22/2016 8:00,-0.376666667,-0.183333333,-0.103333333,-0.446666667,-0.213333333
7/22/2016 9:00,-0.106666667,-0.16,0.131666667,-0.661666667,-0.925
7/22/2016 10:00,-0.306666667,-0.181666667,0.87,-0.63,0.695
7/22/2016 11:00,-0.058333333,-0.098333333,-0.158333333,0.691666667,1.893333333
7/22/2016 12:00,-0.111666667,0.076666667,1.031666667,0.625,2.605
7/22/2016 13:00,0.038333333,0.081666667,0.943333333,0.816666667,0.013333333
7/22/2016 14:00,0.223333333,0.435,-0.128333333,0.996666667,1.451666667
7/22/2016 15:00,0.266666667,0.201666667,-1.125,0.915,0.508333333
7/22/2016 16:00,0.413333333,0.106666667,0.8,0.255,-0.198333333
7/22/2016 17:00,0.108333333,0.391666667,0.768333333,0.638333333,1.295
7/22/2016 18:00,-0.081666667,0.111666667,2.643333333,0.788333333,1.565
7/22/2016 19:00,-0.008333333,0.756666667,0.731666667,0.141666667,-0.101666667
7/22/2016 20:00,-0.335,0.51,0.605,-0.193333333,1.355
7/22/2016 21:00,0.021666667,0.076666667,1.496666667,-0.748333333,0.811666667
7/22/2016 22:00,0.158333333,-0.053333333,-0.763333333,-0.491666667,0.178333333
7/22/2016 23:00,0.146666667,-0.536666667,-1.781666667,-0.946666667,-1.131666667
7/23/2016 0:00,0.186666667,-0.266666667,-3.18,-0.896666667,-1.471666667
7/23/2016 1:00,-0.285,-0.601666667,0.166666667,-0.225,-2.728333333
7/23/2016 2:00,-0.156666667,-0.09,-1.273333333,-0.211666667,-0.766666667
7/23/2016 3:00,-0.011666667,-0.248333333,-1.176666667,-0.43,-0.961666667
7/23/2016 4:00,-0.036666667,-0.225,0.5,-0.62,-0.175
7/23/2016 5:00,-0.03,-0.153333333,-0.508333333,-1.59,-1.811666667
7/23/2016 6:00,-0.016666667,-0.108333333,-0.605,-0.495,0.12
7/23/2016 7:00,-0.26,-0.176666667,-0.518333333,1.365,-0.098333333
7/23/2016 8:00,-0.333333333,-0.636666667,-0.301666667,0.188333333,-0.126666667
7/23/2016 9:00,0.223333333,0.341666667,-0.043333333,-0.888333333,-0.373333333
7/23/2016 10:00,-0.318333333,-0.105,0.156666667,0.773333333,-0.895
7/23/2016 11:00,-0.036666667,0.043333333,2.17,0.816666667,0.095
7/23/2016 12:00,-0.06,-0.093333333,3.38,0.646666667,-0.258333333
7/23/2016 13:00,-0.055,0.303333333,0.026666667,1.146666667,1.37
7/23/2016 14:00,-0.108333333,0.371666667,1.253333333,0.676666667,1.125
7/23/2016 15:00,0.25,0.238333333,0.423333333,-0.281666667,0.593333333
7/23/2016 16:00,0.428333333,0.285,1.07,-1.136666667,0.261666667
7/23/2016 17:00,0.156666667,0.3,1.96,1.218333333,2.1
7/23/2016 18:00,0.045,0.041666667,2.331666667,2.083333333,1.473333333
7/23/2016 19:00,-0.03,0.45,0.15,0.448333333,1.606666667
7/23/2016 20:00,0.155,0.465,0.12,0.001666667,0.51
7/23/2016 21:00,-0.24,0.01,-0.238333333,0.486666667,0.503333333
7/23/2016 22:00,-0.161666667,0.495,0.211666667,-0.31,0.281666667
7/23/2016 23:00,0.188333333,0.053333333,-0.951666667,-0.488333333,-0.458333333
7/24/2016 0:00,0.13,-0.883333333,-1.626666667,0.768333333,-1.68
7/24/2016 1:00,0.058333333,-0.51,0.14,0.073333333,-1.606666667
7/24/2016 2:00,-0.236666667,-0.481666667,-0.87,-3.886666667,-0.281666667
7/24/2016 3:00,-0.12,0.258333333,-0.991666667,-1.785,-0.91
7/24/2016 4:00,-0.043333333,-0.31,-1.045,0.791666667,-2.678333333
7/24/2016 5:00,0.001666667,-0.4,-0.695,-0.213333333,-0.251666667
7/24/2016 6:00,-0.031666667,-0.143333333,0.7,-0.418333333,0.218333333
7/24/2016 7:00,-0.111666667,-1.55,-1.003333333,-1.013333333,-0.583333333
7/24/2016 8:00,-0.073333333,1.678333333,-1.835,-0.991666667,-0.245
7/24/2016 9:00,-0.351666667,0.133333333,-1.015,-1.128333333,-1.64
7/24/2016 10:00,-0.165,0.011666667,-0.36,0.318333333,-0.201666667
7/24/2016 11:00,0.215,0.166666667,0.061666667,-0.668333333,-0.816666667
7/24/2016 12:00,-0.076666667,0.075,3.116666667,-0.306666667,1.08
7/24/2016 13:00,-0.016666667,-0.14,0.883333333,1.39,0.428333333
7/24/2016 14:00,0.055,0.368333333,-0.483333333,3.905,1.99
7/24/2016 15:00,-0.17,-0.086666667,0.911666667,1.748333333,1.445
7/24/2016 16:00,0.658333333,0.293333333,-1.353333333,0.251666667,0.736666667
7/24/2016 17:00,0.345,-0.021666667,-1.823333333,0.491666667,-0.965
7/24/2016 18:00,0.195,0.283333333,2.603333333,0.365,1.886666667
7/24/2016 19:00,0.1,-0.141666667,1.828333333,-0.18,0.851666667
7/24/2016 20:00,0.101666667,0.121666667,2.023333333,0.973333333,0.326666667
7/24/2016 21:00,-0.388333333,1.018333333,-0.006666667,-1.423333333,1.125
7/24/2016 22:00,0.071666667,0.438333333,2.303333333,1.233333333,0.921666667
7/24/2016 23:00,-0.198333333,-0.048333333,-0.853333333,-0.87,-0.636666667
7/25/2016 0:00,0.138333333,0.095,-3.146666667,0.04,-0.926666667
7/25/2016 1:00,-0.178333333,-0.528333333,-1.178333333,-3.501666667,-3.926666667
7/25/2016 2:00,0.088333333,-1.058333333,-1.951666667,-1.393333333,-0.756666667
7/25/2016 3:00,-0.285,-0.61,-1.658333333,-0.146666667,1.336666667
7/25/2016 4:00,0.135,0.075,-1.991666667,1.395,0.36
7/25/2016 5:00,0.156666667,-0.79,-1.281666667,-3.318333333,-3.161666667
7/25/2016 6:00,0.088333333,0.2,1.863333333,-0.491666667,1.653333333
7/25/2016 7:00,-0.02,-0.395,-0.225,-1.005,-0.391666667
7/25/2016 8:00,-0.176666667,-0.486666667,-0.238333333,0.091666667,-0.618333333
7/25/2016 9:00,-0.311666667,1.005,-0.138333333,-0.793333333,0.15
7/25/2016 10:00,-0.095,0.21,-0.521666667,0.936666667,-0.54
7/25/2016 11:00,-0.13,-0.105,1.771666667,0.463333333,-1.198333333
7/25/2016 12:00,-0.173333333,0.138333333,1.505,1.096666667,1.918333333
7/25/2016 13:00,-0.185,-0.02,1.65,0.108333333,1.895
7/25/2016 14:00,-0.011666667,0.171666667,1.855,0.716666667,0.305
7/25/2016 15:00,0.963333333,0.541666667,1.34,1.563333333,-0.705
7/25/2016 16:00,0.283333333,0.201666667,-0.47,0.62,1.545
7/25/2016 17:00,0.54,0.395,-3.633333333,0.438333333,-0.865
7/25/2016 18:00,0.425,-0.251666667,-0.076666667,0.521666667,0.801666667
7/25/2016 19:00,0.128333333,0.055,1.061666667,-0.276666667,0.308333333
7/25/2016 20:00,0.016666667,-0.091666667,0.838333333,0.505,-0.243333333
7/25/2016 21:00,-0.083333333,0.355,-0.456666667,-0.585,0.87
7/25/2016 22:00,-0.315,0.716666667,-0.113333333,-1.1,-0.041666667
7/25/2016 23:00,0.126666667,0.106666667,0.28,0.471666667,1.258333333
7/26/2016 0:00,-0.18,-0.201666667,-1.476666667,0.376666667,-0.89
7/26/2016 1:00,-0.001666667,-0.448333333,-1.636666667,-0.798333333,0.201666667
7/26/2016 2:00,-0.3,-0.336666667,0.381666667,-0.996666667,-0.871666667
7/26/2016 3:00,0.143333333,-0.43,-0.206666667,0.626666667,-1.151666667
7/26/2016 4:00,-0.008333333,-0.261666667,-0.42,0.193333333,-1.535
7/26/2016 5:00,-0.161666667,-0.1,-0.123333333,-0.205,-0.095
7/26/2016 6:00,-0.04,-0.066666667,0.188333333,-0.25,-0.556666667
7/26/2016 7:00,-0.035,-0.206666667,-0.515,-0.161666667,-0.678333333
7/26/2016 8:00,-0.021666667,-0.14,-0.5,-0.445,-1.005
7/26/2016 9:00,-0.173333333,-0.108333333,0.181666667,0.148333333,-0.425
7/26/2016 10:00,-0.045,-0.348333333,-0.521666667,-0.003333333,-0.748333333
7/26/2016 11:00,-0.155,0.086666667,-0.07,-0.015,-0.073333333
7/26/2016 12:00,0.048333333,0.001666667,1.143333333,-1.78,0.451666667
7/26/2016 13:00,0.061666667,0.333333333,1.166666667,0.228333333,0.64
7/26/2016 14:00,-0.148333333,0.068333333,0.725,2.176666667,0.196666667
7/26/2016 15:00,0.073333333,0.306666667,0.735,0.14,2.705
7/26/2016 16:00,0.043333333,0.643333333,1.29,0.558333333,2.155
7/26/2016 17:00,0.288333333,0.401666667,0.05,-0.103333333,0.441666667
7/26/2016 18:00,0.236666667,0.688333333,-1.625,0.521666667,0.326666667
7/26/2016 19:00,0.163333333,0.073333333,-0.495,0.286666667,-0.393333333
7/26/2016 20:00,-0.008333333,-0.098333333,2.785,-0.021666667,0.026666667
7/26/2016 21:00,0.031666667,-0.026666667,-0.141666667,0.105,0.665
7/26/2016 22:00,-0.293333333,0.17,0.346666667,0.808333333,-0.02
7/26/2016 23:00,0.16,0.305,-1.021666667,0.35,0.763333333
7/27/2016 0:00,-0.061666667,-0.231666667,0.176666667,0.023333333,-0.921666667
7/27/2016 1:00,0.058333333,-0.228333333,-0.523333333,0.186666667,-0.318333333
7/27/2016 2:00,0.146666667,-0.181666667,-0.325,-0.405,-0.72
7/27/2016 3:00,-0.106666667,-0.326666667,-0.571666667,-2.146666667,-0.541666667
7/27/2016 4:00,0.07,-0.656666667,-0.966666667,-0.563333333,-0.846666667
7/27/2016 5:00,-0.111666667,-0.338333333,-0.805,-1.67,0.093333333
7/27/2016 6:00,-0.146666667,0.013333333,-0.218333333,-0.815,-0.813333333
7/27/2016 7:00,-0.001666667,0.018333333,-2.59,-0.531666667,-0.853333333
7/27/2016 8:00,0.12,-0.233333333,0.993333333,0.818333333,-0.288333333
7/27/2016 9:00,0.001666667,0.038333333,-0.051666667,1.025,-0.051666667
